8873080979,上班（上台演唱歌曲）,都是我上班上台时候弹唱歌曲！！！,"['工作', '吉他', '夜晚', '吉他']","[1810216601, 36586914, 1950788350, 29810922, 1916658467, 1831379678, 1804622604, 1871823030, 1830564408, 1887172182, 1806368400, 1380591281, 36895613, 406000411, 2058445153, 2068409063, 1939787443, 1889051090, 1426154033]"
6977144742,新疆流行吉他歌手【MehriGul Hasan】,گىتتار مەلىكىسى «مېھرىگۈل ھەسەن» مۇڭلۇق كۈيلىرى,"['吉他', '经典', '感动', '吉他']","[1812821283, 1812820936, 1812826639, 1812813294, 1812111278, 1814327343, 1814330954, 1500395456, 1500301892, 1456234938, 1811485515, 1448337527, 1858244218, 1469052506, 1473493267]"
8895786270,續寫記憶中的你我.,“後來看到別人幸福 我也會想起我那沒能走到最後的愛情”,"['华语', '民谣', '吉他', '吉他']","[1443838552, 344442, 1931262830, 28059417, 1354504985, 1308818967, 1294951288, 1968781675, 36024806, 29774171, 86943, 1947948874, 1417862046, 1359356908, 1971190557, 1492584510, 1456890009, 30612793, 475479888, 208958, 1393001374, 1410647903, 2054190758, 458238990, 2019573476, 108931, 108242, 108914, 108138, 1391477429, 108263, 108478, 108248, 174956, 174944, 26600621, 26600584, 167827, 167876, 27646687, 167691, 169185, 417859631, 1374056689, 421423808, 2087610874, 1945894789, 27646205, 1939763110, 1444086303, 1973223352, 2068681152, 1824271286, 1881759872, 1397307932, 2098494293, 2085304635, 188522, 308299, 298258, 347230, 25707139, 308353, 2092503333, 553755659, 139764, 1807799505, 547812462, 1838505400, 2009519825, 1941265858, 1979417838, 2061888566, 208891, 1489064589, 208950, 234014, 2027209893, 1320100071, 1299889486, 1925445655, 1974443814, 2041974276, 1398508295, 1425896565, 496370620, 1363592785, 1427049829, 534542079, 1384527426, 1419751541, 1386460251, 1459692648, 1466319568, 1463102760, 1392317884, 1412572805, 1481164987, 1391411005, 1469528509, 1453972194, 1486763122, 1465959494, 1469625650, 1406686876, 1491221473, 1441758494, 1495496315, 1498342485, 1459659740, 1303289043, 1368754688, 1450630238, 1397674264, 1432968475, 462769331, 41462017, 1441444061, 1811921555, 1457757532, 1501075029, 1367609755, 1379410621, 515474490, 1420819780, 167873, 65536, 1423527466, 1435132254, 485607485, 1814636079, 1815313779, 1403318151, 1812026971, 1812934362, 1817762859, 1812238701, 441491828, 1824025894, 1811456147, 1825412571, 1451156546, 1451676019, 1827600686, 1828026086, 1833634254, 1829062668, 1487524051, 1430850573, 1498967596, 565194929, 27890306, 1388833872, 1815085049, 1847250546, 1475171260, 1461142410, 1841002409, 1831802408, 1812245055, 1831805166, 1375319263, 1872509362, 1859121761, 399354373, 1869943939, 1806953690, 486194136, 1459034229, 25638340, 1388615462, 1382985712, 1850321305, 1806183514, 1831425559, 1433064869, 1899079967, 1907766514, 1906301231, 1830745291, 1927693793, 1328146041, 1434309927, 1958367055, 1895440226, 1963213974, 1955423798, 1959190717, 1955028561, 1951069525, 165361, 1344897943, 1442528454, 1330348068, 514761281, 1413585838, 1356350562, 108485, 545413103, 1955223133, 1976455877, 1987313041, 2071245730, 1956058660, 2001370750, 28403111, 1387581250, 2096835602, 519250023, 421203948, 2031796212, 1973694058, 1957155915, 5248060, 1397345903, 2100329027, 2093250080, 2073463008, 550138197, 205342, 2097850669, 405599470, 1459232593, 1919226883, 2097826775]"
76644743,♬ 吉他天皇不是盖的 ➳ 木村好夫全集,指弹,"['轻音乐', '经典', '吉他', '吉他']","[5264826, 454013, 26235122, 26235119, 26235118, 26235125, 28194747, 454011, 26235131, 25833359, 454004, 25833356, 26235121, 25833351, 454036, 454015, 26235124, 453999, 26235137, 26235127, 26235128, 26235120, 28194707, 454022, 5232591, 26235126, 454006, 454027, 454017, 26235129, 26246013, 26246003, 26235123, 28194631, 26235132, 454039, 26235130, 25833348, 26235134, 26246010, 26235136, 26246012, 26246007, 26246004, 26246017, 26246002, 26246009, 26235135, 26246006, 28194623, 26235133, 26246005, 26246008, 26246014, 26246011, 26246015, 26246016, 26246018, 25833360, 25833343, 25833350, 25833354, 25833358, 25833345, 25833349, 25833342, 25833344, 25833357, 25833353, 25833355, 25833347, 25833346, 25833352, 454032, 454041, 454043, 454047, 454051, 454057, 454062, 454067, 454072, 454091, 454095, 454099, 454104, 454108, 454111, 454114, 454116, 454119, 454122, 454125, 454130, 454135, 454140, 454144, 454148, 454166, 454171, 454175, 454179, 454183, 454186, 454189, 454192, 454196, 454200, 454204, 454209, 454214, 454219, 454224, 454228, 28194639, 28194647, 28194655, 28194663, 28194671, 28194679, 28194687, 28194695, 28194703, 28194711, 28194719, 28194727, 28194735, 28194743, 28194751, 28194759, 28194632, 28194640, 28194648, 28194656, 28194664, 28194672, 28194680, 28194688, 28194696, 28194704, 28194712, 28194720, 28194728, 28194736, 28194744, 28194752, 28194760, 28194625, 28194633, 28194641, 28194649, 28194657, 28194665, 28194673, 28194681, 28194689, 28194697, 28194705, 28194713, 28194721, 28194729, 28194737, 28194745, 28194753, 28194761, 28194626, 28194634, 28194642, 28194650, 28194658, 28194666, 28194674, 28194682, 28194690, 28194698, 28194706, 28194714, 28194722, 28194730, 28194738, 28194746, 28194754, 28194762, 28194627, 28194635, 28194643, 28194651, 28194659, 28194667, 28194675, 28194683, 28194691, 28194699, 28194715, 28194723, 28194731, 28194739, 28194755, 28194763, 28194628, 28194636, 28194644, 28194652, 28194660, 28194668, 28194676, 28194684, 28194692, 28194700, 28194708, 28194716, 28194724, 28194732, 28194740, 28194748, 28194756, 28194764, 28194629, 28194637, 28194645, 28194653, 28194661, 28194669, 28194677, 28194685, 28194693, 28194701, 28194709, 28194717, 28194725, 28194733, 28194741, 28194749, 28194757, 28194765, 28194630, 28194638, 28194646, 28194654, 28194662, 28194670, 28194678, 28194686, 28194694, 28194702, 28194710, 28194718, 28194726, 28194734, 28194742, 28194750, 28194758, 28194766]"
3188077536,东尼指弹歌曲整合,"这是关于东尼指弹歌曲的整合
（健身用）
（睡觉用）
（解压用）
","['吉他', '吉他']","[518883438, 518883594, 518876783, 864760051, 525363229, 865761222, 519898836, 518888337, 518889332, 1298360255, 522308603, 534457370, 1308794623, 1315843298, 525918889, 1330846698, 533384839, 539343755, 530667626, 556155316, 558490666, 1299473358, 1296888792, 547921776, 518884602, 544775717, 1315125291, 552937030, 536556166, 528240764, 1329024661, 557118107, 518888253, 1345157037, 555066025, 1312443335, 1311123620, 1316628816, 518890215, 1305974632, 539743969, 567968071, 572828993, 572420255, 543573520, 1307125381, 866157126, 551490151, 523932149, 1308578795, 553454650, 1329623161, 571679837, 551627112, 518903093, 518885329, 1332491874, 573305298, 1296895124, 571679906, 537843312, 518885229, 548166799, 1326316316, 1301453986, 1301303446, 547230013, 1309587349, 518884446, 560198884, 518901061, 1303261233, 1296894307, 1296064375, 1333349447, 522624564, 1336429273]"
2038065943,gittar |维吾尔吉他曲最精选,维吾尔语吉他歌单，最好听，建议收藏,"['怀旧', '伤感', '吉他', '吉他']","[1948638122, 1965855707, 1922885132, 1970891771, 1429434394, 1472090298, 1467751857, 1824269132, 1807099278, 1456418384, 1497529494, 1470163884, 1851658001, 1851659652, 1851659651, 1935653717, 1475616951, 1903206657, 1359349988, 1830395033, 1418835493, 1343768538, 1475871349, 1475087009, 1468259237, 1468143715, 1428627323, 1370342159, 1297070524, 564780342, 1465804041, 1468448073, 1345451051, 1351182078, 1319125150, 467952097, 484311380, 1426919915, 1428568343, 1429195663, 1455645475, 423703286, 1403396079, 1388028371, 535012096, 1342407284, 408943485, 1373884497, 1381193097, 1385651070, 1432670259, 1425322840, 469699614, 1345544684, 1334247858, 1369205428, 467952105, 1370447984, 33525801, 416890539, 441618690, 460323158, 469699615, 484311378, 420401173, 464647042, 1380591281, 1345253284, 482962875, 467953063, 426342162, 416890538, 420401175, 484314363, 460298338, 484085264, 420401174, 36895611, 34380344, 532900620, 415090665, 467952098, 408943760, 464674029, 39644835, 416890537, 455982593, 417596242, 464647040, 464647039, 442009087, 419837476, 423776906, 484314361]"
100908562,Pierre Bensusan 大师班曲集,"Pierre Bensusan大师班考级曲集 2011年版

一级： Voyage for Ireland （爱尔兰之旅）;The Day After the Feast （盛宴过后）;Heman Dubh（希曼.杜伯)

二级： Merrily Kissed the Quaker（女王之吻）；Chant de nuit （夜曲）

三级： Nice Feeling（意犹未尽）;4 AM（凌晨四点）;L'Alchimiste（炼金术士）

四级： ;Hymn 11 （圣歌#11）; Sheebeg and Sheemor （悠扬和忧伤）

五级： Silent Passenger （静默的旅客）;Le Jardin d'Adonis （阿多尼斯的花 园）; The Last Pint（最后一杯酒）

六级： ;If You Only Knew（若只有你知）;Nefertari（纳菲尔塔莉）；Kadourimdou;

七级： So long Michael（再见迈克） ;Wuwei（无为）； En route from Scarborough（去斯卡布的路上）

八级： La Dame de Clevedon（克莱维顿的少女）; Agadiramadan（阿加迪尔斋月）； Altiplanos（苏格兰高地）Around the Day in 80 Worlds （80世界环游一天）

九级： Scarabee（甲虫）; Dadgad Cafe（Dadgad咖啡厅）

十级：La Hora Espanola（西班牙时间）

以上内容仅供娱乐,来自指弹中国论坛。
","['吉他', '器乐', '吉他']","[3256799, 3256683, 3256796, 3256695, 18213298, 3256638, 3256703, 3256592, 18213292, 3256801, 3256606, 3256583, 3256664, 18213291, 18213293, 3256566, 3256572, 3256645, 3256602, 18213286, 3256597, 18213288, 3256691, 18213290, 18213314, 3256587]"
544824526,最后生还者2 The Last of Us: Part II,"最后的生还者2/美国末日2 

*1&2游戏原声合集*

横跨疫病蔓延后的美国，结束危险之旅的5年后，艾莉和乔尔定居在怀俄明州的杰克逊市。虽然仍需面临被感染的威胁和更多绝望的生还者，但是在繁荣的生还者社区里，他们过着和平、安稳的生活。

某天，一场冲突扰乱了和平。为了维护她所坚持的正义并寻求终结，艾莉踏上了一场残酷的旅程。逐一追捕肇事者的同时，她也要面对身体承受的极大伤害，以及内心的波澜起伏。

跟7年前的初代《最后生还者》相比，这部续作体量更大，讲述了一个维度更广、更具思辨价值的故事；玩法方面，在保持原汁原味特色的同时，引入了更具自由度和探索价值的开放式关卡，扩宽了战斗和潜行的策略可能性，并且同时丰富了人类和怪物敌人的AI表现。

《最后生还者：第二部》不仅仅是顽皮狗在PS4世代交出的一份最完美的答卷，更是迄今为止最好的叙事导向型游戏。

《最后生还者2》媒体评分解禁，IGN 给出 10 分，GameSpot 打出 8 分，Game Informer 给出 10 分。 ​​​​ Metacritic 收录了 63 个媒体评测，平均分 95 分；Opencritic 收录了 53 个媒体评测，平均分 95 分，推荐率 98%。本作目前已在 PS4 平台开放预售和预载，并将在 2020 年 6 月 19 日正式解禁，支持中文。","['游戏', '吉他', '吉他']","[1454664742, 1454664743, 1454663790, 1454663791, 1454664744, 1454664745, 1454664746, 1454664747, 1454664748, 1454663792, 1454663793, 1454664749, 1454663794, 1454664750, 27808111, 1454663796, 1454663797, 1454664752, 1454664753, 1454663798, 27902418, 1454663799, 1454663800, 1454664754, 1454663801, 1454664755, 1454664756, 1454663802, 1454663803, 1454664757, 2929203, 563987781, 18827654, 1302214850, 1161002, 1160984, 451126575, 445450391, 26509685, 28267359, 26509683, 26509684, 26509686, 26509687, 26509688, 26509689, 26509690, 26509691, 26509692, 26509693, 26509694, 26509695, 26509696, 26509697, 26509698, 26509699, 26509700, 26509701, 26509702, 26509703, 26509704, 26509705, 26509706, 26509707, 26509708, 26509709, 26509710, 26509711, 26509712, 28267345, 28267346, 28267347, 1315075229, 28267349, 566818056, 28267350, 28267351, 28267352, 28267353, 28267354, 28267355, 28267356, 28267357, 28267358, 28267360, 28267361, 28267362, 28267363, 28267364, 28267365, 28267366, 28267367, 28267368, 28267369, 28267370, 445153934, 563160044, 1405341473, 558853065, 570831562, 1403018204, 507981137, 1449820896, 1449822754, 1449820895, 1449820894, 1405035172, 1403018211]"
8840724126,在那座阴雨小城的你,你爱的歌，值得反复聆听......,"['华语', '民谣', '吉他', '吉他']","[29567185, 34852810, 1974443812, 1974443816, 1974444806, 437608773, 202375, 1974443817, 1974444807, 1974443813, 436514312, 202373, 29567193, 447926067, 2090583673, 1974443815, 1974443814, 447926063]"
898762515,【日系】吉他弹唱,"一次性听个够
不定时更新(｡･ω･｡)ﾉ♡
封面是幻象黑兔老师画的西木野真姬，画师是幻想黑兔，PID： 4462245，这张是lovelive同人，收录在他之前的妮姬本里.","['日语', '下午茶', '吉他', '吉他']","[833669, 26131191, 26115570, 1297750825, 557480, 22750560, 569610, 22779943, 22716679, 1832180664, 518863292, 1332952877, 546724107, 1374313052, 1366903614, 1464112021, 827151, 1366904129, 1441179640, 556042458, 1317278485, 558560436, 1382359170, 22810676, 25870664, 31648216, 27571067, 524408543, 546724231, 646920, 762499, 1317275898, 32648551, 825615, 32922648, 1342949573, 476638468, 476638467, 22715757, 549781, 532566, 22660461, 522211361, 509726450, 28445990, 1338264578, 477993693, 509728460, 1324466790, 1352068859, 848319, 757004, 22821000, 740508, 740649, 862102570, 534066460, 28892234, 433107994, 430053400, 440411019, 1296558129, 22826145, 461124473, 27493110, 469719260, 32803404, 22683613, 27804985, 31546851, 28709312, 28709313, 484249935, 557358740, 557581315, 488256311, 484249936, 468513862, 487527983, 494645750, 41672402, 428390382, 1302953067, 484249940, 484249934, 1342743477, 523042046, 525241128, 547323046, 537854742, 537854741, 546425628, 26447701, 26447698, 740611, 740558, 413831435, 1302953071, 537854740, 28971284, 437250695, 490795071, 544008274, 443875380, 567544544, 859307, 487527291, 41666364, 492879371, 39122224, 543612338, 448316045, 702192, 405612712, 525565565, 31311205, 27733050, 29498684, 408328050, 821576, 812400, 432430639, 475277310, 449577394, 525122134, 525239512, 668472, 492053, 482172, 698982, 27566686, 406037684, 33854265, 29800265, 428116125, 488256310, 30031521, 26109526, 29719042, 22746300, 38689094, 26447699, 22685110, 424060342, 39449871, 409149500, 26099909, 41666353, 22810185, 461518667, 714434, 474932893, 468517764, 28190174, 858760, 721137, 28458066, 38358165, 802627, 676202, 31997441, 33991170, 31352588, 26134253, 33781713, 30251317, 41666360, 26099910, 32648564, 32046789, 33395054, 426290576, 31053391, 28819410, 407485458, 29771569, 28786930, 490186189, 32341279, 26112206, 643017, 22792900, 418603066, 740530, 762082, 424262088]"
