2789617864,古典沉思录 | 让时间静止 和灵魂对话,伴随着音乐 你沉思 或疑惑 却也终将学会懂得 在停止的平静时间里 和灵魂来一次深刻对话,['古典'],"[27471628, 2030705976, 32032759, 27682865, 1987481030, 18001009, 29803753, 1417063165, 405990706, 22006389, 34516403, 27200546, 1063472, 465104198, 504329718, 5164997, 26760256, 1602833, 1415529, 1982656605, 29953555, 1351918604, 470211909, 27071079, 436446456, 1464638482, 26875197, 1325896753, 1902437348, 1145545, 1442494232, 1302505883, 18579410, 499739384, 2032976033, 22457250, 862571210, 1939416279, 1460605, 412242544, 1309553556, 523205540, 465679459, 1807524345, 1426983730, 26160782, 1803540949, 1401397703, 1454812279, 2000954312, 412247186, 1958465986, 465267872, 1852532565, 1343509240, 1950603354, 465316053, 465085159, 1999538439, 1952555109]"
8640455203,灵感提取机 | 古典旋律清除思维障碍,写作有关勇气 一笔一画的将白纸填满的时候 就是拿出勇气面对世界的时候,['古典'],"[1979917618, 1370383685, 27473504, 403813428, 28235609, 512834030, 5203635, 440556741, 465089858, 2039212539, 465070806, 465008565, 1363664036, 1460655236, 1369609885, 1494431329, 35058419, 524396836, 526768125, 1350283256, 399349609, 555006079, 1410390839, 22455466, 465442573, 552399488, 864202903, 1835839257, 1992492916, 512627800, 514690863, 465376140, 564918035, 317638, 1328955325, 864217264, 1996517243, 1317351055, 1331277815, 1355058388, 465401310, 1373220443, 1317351023, 1348545867, 22618513, 1372919968, 1462707045, 547453739, 1470803095, 561546328, 465045015, 29034989, 465038854, 1806438714, 465808268, 483841871, 1861290596, 2032462137, 1449939219, 465038866]"
8660958207,文学探索中心 | 钢琴为每一章节赋予生命,你无法达到的地方 文字载你过去 你无法经历的人生 书籍带你相遇 而钢琴则为每一章节的文字 赋予新生命,['古典'],"[1343454466, 1344737523, 1213180, 1068166, 1902437348, 1337167221, 429564962, 2061860376, 2039117428, 2043102593, 1875170875, 1985641994, 2027169994, 1964559090, 2031004956, 1881075215, 1803781903, 1299696725, 1426983730, 1501606, 1407919489, 573041310, 504317478, 464974984, 21183176, 27471628, 33911583, 29803753, 31721501, 18278023, 403831660, 1341769, 26883751, 464945553, 1478610006, 566295658, 457330562, 5164972, 1460695, 27650571, 18000641, 504316769, 1859866661, 18019544, 26818410, 27200546, 865261117, 32696192, 2065856567, 1894226170, 1212561, 568843957, 559876599, 536581799, 1323576388, 568861009, 22006389, 865729746, 1302505883, 29953555]"
8637589204,秋千书屋 | 思绪随古典琴声轻柔流淌,书本身是一个故事 写书的人身上又有个故事 书的流转又是一个故事 所以你拥有一本书 收获了好几个故事,['古典'],"[1350078039, 1890001338, 1987509917, 22006389, 1859266084, 2048762310, 2063755766, 1814282929, 27708297, 439037515, 27200546, 27650571, 1478610006, 22600932, 560592574, 5191117, 317638, 1475560288, 464876985, 405563208, 1359014604, 539478947, 1372924486, 2032649864, 1939371912, 1334766988, 1893769005, 465053120, 1428985769, 5105935, 406235105, 1919979528, 28357880, 465025858, 562319594, 25731280, 1937702306, 545757585, 1326244475, 22741309, 465214873, 18850204, 405268954, 408508279, 465082300, 402046137, 1866780668, 16405809, 528477371, 1369492044, 546235589, 465502235, 1756557, 509530698, 491237355, 32712154, 32032757, 1604784, 22526039, 2008097680]"
8647036201,脑暴俱乐部 | 短促古典律动加速大脑运转,图书馆不需要窗户 图书馆本身就是一扇窗户 坐在这里 你可以走遍全世界,['古典'],"[1925332084, 473292131, 1903461469, 1967056554, 1936178993, 1906488165, 1948466518, 2024240832, 504316371, 5173136, 30031796, 473357736, 1715873, 464933766, 465079511, 1310314892, 5189655, 36569778, 417908134, 27137284, 550190103, 465072131, 27256809, 473317613, 2541569, 1220826, 27553483, 20768920, 1413323451, 22229812, 26734831, 19893125, 36909640, 29426305, 82312, 26732114, 27471610, 5211615, 561654617, 1850281118, 1408106342, 473292137, 554148180, 1844329595, 1299497154, 28357880, 555253872, 424084967, 545655504, 566238484, 1299306590, 1844330192, 556076010, 545920303, 405393589, 465643890, 504316345, 3541336, 3827132, 1354304692]"
8728021203,沙发白日梦 | 陷入柔软沙发和温柔古典旋律,我的世界不大 躺在沙发上 就能漫步古典云端 这里没有城市的喧嚣 只有时光的声音,['古典'],"[27708283, 29540276, 465418073, 1471285079, 436446456, 2028523859, 1489497838, 35889793, 1500390405, 499107984, 1399696904, 1413025035, 1973523427, 5188837, 5194933, 27256835, 24913087, 547379571, 31260307, 534065240, 463352445, 1698563, 21183181, 1804044, 28249737, 464899176, 1326018677, 1887916941, 22006156, 1442494232, 27531149, 481772107, 29786986, 473033779, 33469218, 1355819387, 1809713534, 465873222, 25954376, 36226134, 5298975, 5190941, 1317424125, 539485295, 22532216, 552982532, 443919733, 22000525, 461859144, 5220538, 1337484434, 5165000, 504329718, 22006389, 5299097, 1282161, 534993511, 26875197, 1919979524, 1570941]"
8555991205,幸福发电机 | 把快乐古典乐揉进生活里,落日余晖的路上 总是回响起这段旋律 阳光映在花瓣上的样子 像你甜甜的笑容,['古典'],"[22501584, 465203156, 26760256, 29953555, 1839152729, 27001090, 22006389, 32712910, 32695695, 36226132, 27866755, 1876459986, 27221452, 477745671, 27471628, 1415448, 1472288269, 401820620, 18001009, 27200541, 1415529, 18565932, 5132756, 2866247, 27299810, 2020510485, 864224608, 1919979524, 1387329856, 27682865, 509244143, 1006243, 1486038180, 1494989155, 5105959, 1340400140, 26878877, 1326454260, 548560963, 1408280255, 20952203, 567757078, 27069717, 4430230, 24176992, 26494399, 1813752939, 27682855, 5184498, 1282161, 1357762002, 560592574, 540583885, 22409190, 5189652, 36215256, 1320834715, 27682861, 552400708, 1885408775]"
8448388200,音乐剧试音碟 | 发烧级的临场听觉享受,音乐的试音效果侧重于还原度，即对于演出现场录制的歌曲的有效还原。无论是大动态的人声处理，还是身临其境的临场感，都可以用音乐剧试音碟来进行测试~,['古典'],"[2537603, 5055024, 16371671, 548983218, 410602641, 1372546141, 1308664028, 428649323, 1932680238, 1377412515, 1415510, 5045725, 548983219, 562484232, 19827100, 561176560, 548987793, 35804639, 573189843, 5048092, 1415498, 35920595, 5048096, 1302013, 35804601, 5045714, 5048645, 5043449, 5048635, 428649319, 1967627764, 1419685314, 5051085, 5043447, 1967627229, 1880206477, 1334971424, 5051071, 31565250, 5051081, 1880206934, 513598276, 410602661, 1328686290, 5048097, 5051078, 1415535, 16371668, 405242469, 5048647, 1441399446, 410602634, 561176555, 5051088, 428649329, 5048104, 1415522, 5051420, 548981987, 1328687099]"
2768543872,柔美古典夜 | 让音乐带走一天的疲惫,在夜深人静的夜晚听一首舒缓的古典乐放松心情 带走一天的疲惫 晚安,['古典'],"[1948969016, 1985639046, 27650588, 117212, 567026611, 2865626, 25480736, 29540276, 1991480304, 18001009, 536513224, 550921743, 2032997513, 22337149, 5047807, 2703940, 3540645, 1282146, 26160781, 5168415, 122644, 28021990, 472769749, 481772107, 18579423, 22006389, 864437123, 1416664726, 27682855, 304740, 551768290, 1325896714, 2021343930, 522444533, 1325896753, 33638491, 405420670, 16882680, 499739384, 3965530, 439030110, 22457250, 465411048, 572191252, 1501635786, 5105959, 1819811027, 2029004634, 1375542140, 20952203, 33486564, 530651986, 1497455, 556281449, 5177660, 2027938248, 31260313, 557325361, 1473063746, 573883276]"
8551746205,静享古典 | 享受古典乐的充盈美好,在等一个宁静的夜晚 享受独处的时光 用音乐为自己加油打气,['古典'],"[22336902, 16405809, 5059351, 1060910, 22484076, 1384196611, 18279888, 574670506, 1347354305, 403392121, 1902437348, 2865695, 16409470, 465385474, 2008097680, 27071079, 26799504, 2061863147, 865261117, 2028523859, 536513224, 1455338037, 509530698, 534909803, 1803781903, 2061860345, 415739098, 30053429, 2042271356, 2050569594, 465418908, 2060249144, 1571091, 1435562719, 563698392, 436446456, 1426983730, 1367601403, 2031004956, 1461411049, 1471285079, 1999538439, 470211909, 563465929, 1464638482, 1354653793, 28568021, 27708283, 5164972, 1063472, 26663274, 2703940, 22000525, 26965597, 1317424125, 32708875, 29540276, 28592765, 27650582, 2021343930]"
8755597202,心情调味剂 | 品尝跳跃在钢琴音符中的快乐分子,每一个音符都是欢愉的注脚 每一段旋律都是心灵的释放 钢琴的韵律成为灵感源泉 释放心灵的欢愉与音乐共舞,['古典'],"[2032691188, 5164975, 1967057116, 473174721, 1936180731, 1936178994, 1936180729, 1872278740, 1967056554, 1906682643, 451502134, 1876257883, 114330, 472959599, 22327008, 472848718, 29536705, 22557787, 26991572, 22465836, 28244627, 399349231, 39869709, 82342, 16254454, 18000921, 667066, 29803727, 31721174, 1212412, 5164954, 1375838, 27137284, 20675061, 20675015, 36215817, 31680919, 401606737, 27708284, 22590985, 1343016609, 547271683, 16314606, 26991553, 1715943, 465058956, 465058718, 440310641, 667181, 1570941, 29544064, 2185405, 26535239, 1341313169, 1435799057, 2018551082, 1428437148, 865206366, 566137595, 542387092]"
